"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"3163508","São José do Jacuri (MG)","6697"
"3163607","São José do Mantimento (MG)","2392"
"3163706","São Lourenço (MG)","37710"
"3163805","São Miguel do Anta (MG)","6681"
"3163904","São Pedro da União (MG)","5683"
"3164001","São Pedro dos Ferros (MG)","9118"
"3164100","São Pedro do Suaçuí (MG)","5682"
"3164209","São Romão (MG)","7838"
"3164308","São Roque de Minas (MG)","6326"
"3164407","São Sebastião da Bela Vista (MG)","4363"
"3164431","São Sebastião da Vargem Alegre (MG)","2621"
"3164472","São Sebastião do Anta (MG)","4875"
"3164506","São Sebastião do Maranhão (MG)","11458"
"3164605","São Sebastião do Oeste (MG)","4581"
"3164704","São Sebastião do Paraíso (MG)","59433"
"3164803","São Sebastião do Rio Preto (MG)","1742"
"3164902","São Sebastião do Rio Verde (MG)","1997"
"3165008","São Tiago (MG)","10304"
"3165107","São Tomás de Aquino (MG)","7337"
"3165206","São Thomé das Letras (MG)","6263"
"3165305","São Vicente de Minas (MG)","6254"
"3165404","Sapucaí-Mirim (MG)","5604"
"3165503","Sardoá (MG)","4821"
"3165537","Sarzedo (MG)","18292"
"3165552","Setubinha (MG)","9331"
"3165560","Sem-Peixe (MG)","3071"
"3165578","Senador Amaral (MG)","5248"
"3165602","Senador Cortes (MG)","2020"
"3165701","Senador Firmino (MG)","6640"
"3165800","Senador José Bento (MG)","2407"
"3165909","Senador Modestino Gonçalves (MG)","5168"
"3166006","Senhora de Oliveira (MG)","5712"
"3166105","Senhora do Porto (MG)","3491"
"3166204","Senhora dos Remédios (MG)","10067"
"3166303","Sericita (MG)","7065"
"3166402","Seritinga (MG)","1749"
"3166501","Serra Azul de Minas (MG)","4234"
"3166600","Serra da Saudade (MG)","876"
"3166709","Serra dos Aimorés (MG)","7934"
"3166808","Serra do Salitre (MG)","9592"
"3166907","Serrania (MG)","7507"
"3166956","Serranópolis de Minas (MG)","3938"
"3167004","Serranos (MG)","2074"
"3167103","Serro (MG)","21208"
"3167202","Sete Lagoas (MG)","189686"
"3167301","Silveirânia (MG)","2150"
"3167400","Silvianópolis (MG)","5801"
"3167509","Simão Pereira (MG)","2482"
"3167608","Simonésia (MG)","16940"
"3167707","Sobrália (MG)","6215"
"3167806","Soledade de Minas (MG)","5182"
"3167905","Tabuleiro (MG)","4600"
"3168002","Taiobeiras (MG)","27815"
"3168051","Taparuba (MG)","3271"
"3168101","Tapira (MG)","3367"
"3168200","Tapiraí (MG)","1844"
"3168309","Taquaraçu de Minas (MG)","3499"
"3168408","Tarumirim (MG)","14029"
"3168507","Teixeiras (MG)","11297"
"3168606","Teófilo Otoni (MG)","128741"
"3168705","Timóteo (MG)","73072"
"3168804","Tiradentes (MG)","5903"
"3168903","Tiros (MG)","7429"
"3169000","Tocantins (MG)","15274"
"3169059","Tocos do Moji (MG)","3865"
"3169109","Toledo (MG)","5286"
"3169208","Tombos (MG)","11885"
"3169307","Três Corações (MG)","66285"
"3169356","Três Marias (MG)","23802"
"3169406","Três Pontas (MG)","51565"
"3169505","Tumiritinga (MG)","5876"
"3169604","Tupaciguara (MG)","23242"
"3169703","Turmalina (MG)","15771"
"3169802","Turvolândia (MG)","4315"
"3169901","Ubá (MG)","87271"
"3170008","Ubaí (MG)","10756"
"3170057","Ubaporanga (MG)","11854"
"3170107","Uberaba (MG)","256539"
"3170206","Uberlândia (MG)","516870"
"3170305","Umburatiba (MG)","2853"
"3170404","Unaí (MG)","71023"
"3170438","União de Minas (MG)","4703"
"3170479","Uruana de Minas (MG)","3312"
"3170503","Urucânia (MG)","10365"
"3170529","Urucuia (MG)","9911"
"3170578","Vargem Alegre (MG)","6659"
"3170602","Vargem Bonita (MG)","2192"
"3170651","Vargem Grande do Rio Pardo (MG)","4540"
"3170701","Varginha (MG)","111480"
"3170750","Varjão de Minas (MG)","4801"
"3170800","Várzea da Palma (MG)","31891"
"3170909","Varzelândia (MG)","19368"
"3171006","Vazante (MG)","18931"
"3171030","Verdelândia (MG)","7275"
"3171071","Veredinha (MG)","5318"
"3171105","Veríssimo (MG)","2516"
"3171154","Vermelho Novo (MG)","4605"
"3171204","Vespasiano (MG)","79918"
"3171303","Viçosa (MG)","66590"
"3171402","Vieiras (MG)","3966"
"3171501","Mathias Lobato (MG)","3641"
"3171600","Virgem da Lapa (MG)","13629"
"3171709","Virgínia (MG)","8717"
"3171808","Virginópolis (MG)","10673"
"3171907","Virgolândia (MG)","5998"
"3172004","Visconde do Rio Branco (MG)","33082"
"3172103","Volta Grande (MG)","4969"
"3172202","Wenceslau Braz (MG)","2616"
"3200102","Afonso Cláudio (ES)","32464"
"3200136","Águia Branca (ES)","9572"
"3200169","Água Doce do Norte (ES)","12846"
"3200201","Alegre (ES)","31878"
"3200300","Alfredo Chaves (ES)","13720"
"3200359","Alto Rio Novo (ES)","6886"
"3200409","Anchieta (ES)","19640"
"3200508","Apiacá (ES)","7688"
"3200607","Aracruz (ES)","65859"
"3200706","Atílio Vivacqua (ES)","8524"
"3200805","Baixo Guandu (ES)","27867"
"3200904","Barra de São Francisco (ES)","37784"
"3201001","Boa Esperança (ES)","13752"
"3201100","Bom Jesus do Norte (ES)","9383"
"3201159","Brejetuba (ES)","11906"
"3201209","Cachoeiro de Itapemirim (ES)","178013"
"3201308","Cariacica (ES)","329918"
"3201407","Castelo (ES)","33134"
"3201506","Colatina (ES)","104702"
"3201605","Conceição da Barra (ES)","26743"
"3201704","Conceição do Castelo (ES)","10909"
"3201803","Divino de São Lourenço (ES)","4906"
"3201902","Domingos Martins (ES)","31122"
"3202009","Dores do Rio Preto (ES)","6278"
"3202108","Ecoporanga (ES)","23839"
"3202207","Fundão (ES)","13314"
"3202256","Governador Lindenberg (ES)","9419"
"3202306","Guaçuí (ES)","25741"
"3202405","Guarapari (ES)","91469"
"3202454","Ibatiba (ES)","19654"
"3202504","Ibiraçu (ES)","10226"
"3202553","Ibitirama (ES)","9281"
"3202603","Iconha (ES)","11657"
"3202652","Irupi (ES)","10457"
"3202702","Itaguaçu (ES)","14622"
"3202801","Itapemirim (ES)","28904"
"3202900","Itarana (ES)","11544"
"3203007","Iúna (ES)","26495"
"3203056","Jaguaré (ES)","19840"
"3203106","Jerônimo Monteiro (ES)","10352"
"3203130","João Neiva (ES)","15521"
"3203163","Laranja da Terra (ES)","10971"
"3203205","Linhares (ES)","114332"
"3203304","Mantenópolis (ES)","11728"
"3203320","Marataízes (ES)","31157"
"3203346","Marechal Floriano (ES)","12431"
"3203353","Marilândia (ES)","10036"
"3203403","Mimoso do Sul (ES)","26395"
"3203502","Montanha (ES)","17134"
"3203601","Mucurici (ES)","6022"
"3203700","Muniz Freire (ES)","19629"
"3203809","Muqui (ES)","13638"
"3203908","Nova Venécia (ES)","43434"
"3204005","Pancas (ES)","20318"
"3204054","Pedro Canário (ES)","21784"
"3204104","Pinheiros (ES)","21305"
"3204203","Piúma (ES)","15656"
"3204252","Ponto Belo (ES)","6305"
"3204302","Presidente Kennedy (ES)","9562"
"3204351","Rio Bananal (ES)","16389"
"3204401","Rio Novo do Sul (ES)","11421"
"3204500","Santa Leopoldina (ES)","12618"
"3204559","Santa Maria de Jetibá (ES)","29423"
"3204609","Santa Teresa (ES)","20743"
"3204658","São Domingos do Norte (ES)","7683"
"3204708","São Gabriel da Palha (ES)","26916"
"3204807","São José do Calçado (ES)","10515"
"3204906","São Mateus (ES)","92403"
"3204955","São Roque do Canaã (ES)","10496"
"3205002","Serra (ES)","334840"
"3205010","Sooretama (ES)","18772"
"3205036","Vargem Alta (ES)","17895"
"3205069","Venda Nova do Imigrante (ES)","16660"
"3205101","Viana (ES)","54539"
"3205150","Vila Pavão (ES)","8338"
"3205176","Vila Valério (ES)","13948"
"3205200","Vila Velha (ES)","355739"
"3205309","Vitória (ES)","296012"
"3300100","Angra dos Reis (RJ)","123307"
"3300159","Aperibé (RJ)","8205"
"3300209","Araruama (RJ)","85626"
"3300225","Areal (RJ)","10043"
"3300233","Armação dos Búzios (RJ)","19118"
"3300258","Arraial do Cabo (RJ)","24355"
"3300308","Barra do Piraí (RJ)","89614"
"3300407","Barra Mansa (RJ)","171470"
"3300456","Belford Roxo (RJ)","442012"
"3300506","Bom Jardim (RJ)","22880"
"3300605","Bom Jesus do Itabapoana (RJ)","34094"
"3300704","Cabo Frio (RJ)","133341"
"3300803","Cachoeiras de Macacu (RJ)","49473"
"3300902","Cambuci (RJ)","14565"
"3300936","Carapebus (RJ)","8882"
"3300951","Comendador Levy Gasparian (RJ)","8026"
"3301009","Campos dos Goytacazes (RJ)","410220"
"3301108","Cantagalo (RJ)","19979"
"3301157","Cardoso Moreira (RJ)","12551"
"3301207","Carmo (RJ)","15384"
"3301306","Casimiro de Abreu (RJ)","22841"
"3301405","Conceição de Macabu (RJ)","18920"
"3301504","Cordeiro (RJ)","18821"
"3301603","Duas Barras (RJ)","10363"
"3301702","Duque de Caxias (RJ)","783517"
"3301801","Engenheiro Paulo de Frontin (RJ)","12176"
"3301850","Guapimirim (RJ)","39151"
"3301876","Iguaba Grande (RJ)","15976"
"3301900","Itaboraí (RJ)","192649"
"3302007","Itaguaí (RJ)","84231"
"3302056","Italva (RJ)","12593"
"3302106","Itaocara (RJ)","23007"
"3302205","Itaperuna (RJ)","87754"
"3302254","Itatiaia (RJ)","25792"
"3302270","Japeri (RJ)","85294"
"3302304","Laje do Muriaé (RJ)","7950"
"3302403","Macaé (RJ)","136145"
"3302452","Macuco (RJ)","4798"
"3302502","Magé (RJ)","210861"
"3302601","Mangaratiba (RJ)","25705"
"3302700","Maricá (RJ)","80241"
"3302809","Mendes (RJ)","17393"
"3302858","Mesquita (RJ)","168041"
"3302908","Miguel Pereira (RJ)","24435"
"3303005","Miracema (RJ)","27282"
"3303104","Natividade (RJ)","15178"
"3303203","Nilópolis (RJ)","153017"
"3303302","Niterói (RJ)","461204"
"3303401","Nova Friburgo (RJ)","174087"
"3303500","Nova Iguaçu (RJ)","764879"
"3303609","Paracambi (RJ)","40901"
"3303708","Paraíba do Sul (RJ)","37800"
"3303807","Paraty (RJ)","30208"
"3303856","Paty do Alferes (RJ)","26114"
"3303906","Petrópolis (RJ)","290139"
"3303955","Pinheiral (RJ)","20068"
"3304003","Piraí (RJ)","22447"
"3304102","Porciúncula (RJ)","16110"
"3304110","Porto Real (RJ)","12626"
"3304128","Quatis (RJ)","10936"
"3304144","Queimados (RJ)","124495"
"3304151","Quissamã (RJ)","14061"
"3304201","Resende (RJ)","106995"
"3304300","Rio Bonito (RJ)","50144"
"3304409","Rio Claro (RJ)","16547"
"3304508","Rio das Flores (RJ)","7758"
"3304524","Rio das Ostras (RJ)","39046"
"3304557","Rio de Janeiro (RJ)","5897485"
"3304607","Santa Maria Madalena (RJ)","10273"
"3304706","Santo Antônio de Pádua (RJ)","39357"
"3304755","São Francisco de Itabapoana (RJ)","41990"
"3304805","São Fidélis (RJ)","37043"
"3304904","São Gonçalo (RJ)","903333"
"3305000","São João da Barra (RJ)","27663"
"3305109","São João de Meriti (RJ)","452109"
"3305133","São José de Ubá (RJ)","6479"
"3305158","São José do Vale do Rio Preto (RJ)","19761"
"3305208","São Pedro da Aldeia (RJ)","65472"
"3305307","São Sebastião do Alto (RJ)","8467"
"3305406","Sapucaia (RJ)","17358"
"3305505","Saquarema (RJ)","54254"
"3305554","Seropédica (RJ)","66906"
"3305604","Silva Jardim (RJ)","21619"
"3305703","Sumidouro (RJ)","14314"
"3305752","Tanguá (RJ)","26665"
"3305802","Teresópolis (RJ)","140144"
"3305901","Trajano de Moraes (RJ)","9955"
"3306008","Três Rios (RJ)","72699"
"3306107","Valença (RJ)","66963"
"3306156","Varre-Sai (RJ)","7940"
"3306206","Vassouras (RJ)","31740"
"3306305","Volta Redonda (RJ)","244715"
"3500105","Adamantina (SP)","33639"
"3500204","Adolfo (SP)","3728"
"3500303","Aguaí (SP)","28750"
"3500402","Águas da Prata (SP)","7135"
"3500501","Águas de Lindóia (SP)","16710"
"3500550","Águas de Santa Bárbara (SP)","5384"
"3500600","Águas de São Pedro (SP)","1863"
"3500709","Agudos (SP)","32764"
"3500758","Alambari (SP)","3713"
"3500808","Alfredo Marcondes (SP)","3711"
"3500907","Altair (SP)","3572"
"3501004","Altinópolis (SP)","15701"
"3501103","Alto Alegre (SP)","4198"
"3501152","Alumínio (SP)","15432"
"3501202","Álvares Florence (SP)","4227"
"3501301","Álvares Machado (SP)","23141"
"3501400","Álvaro de Carvalho (SP)","4241"
"3501509","Alvinlândia (SP)","2878"
"3501608","Americana (SP)","185552"
"3501707","Américo Brasiliense (SP)","29303"
"3501806","Américo de Campos (SP)","5596"
"3501905","Amparo (SP)","61431"
"3502002","Analândia (SP)","3648"
"3502101","Andradina (SP)","55499"
"3502200","Angatuba (SP)","19557"
"3502309","Anhembi (SP)","4660"
"3502408","Anhumas (SP)","3424"
"3502507","Aparecida (SP)","35029"
"3502606","Aparecida d'Oeste (SP)","4909"
"3502705","Apiaí (SP)","27209"
"3502754","Araçariguama (SP)","11652"
"3502804","Araçatuba (SP)","171289"
"3502903","Araçoiaba da Serra (SP)","20408"
"3503000","Aramina (SP)","4847"
"3503109","Arandu (SP)","6117"
"3503158","Arapeí (SP)","2653"
"3503208","Araraquara (SP)","185064"
"3503307","Araras (SP)","106261"
"3503356","Arco-Íris (SP)","2185"
"3503406","Arealva (SP)","7283"
"3503505","Areias (SP)","3637"
"3503604","Areiópolis (SP)","10332"
"3503703","Ariranha (SP)","7679"
"3503802","Artur Nogueira (SP)","34782"
"3503901","Arujá (SP)","61715"
"3503950","Aspásia (SP)","1849"
"3504008","Assis (SP)","88535"
"3504107","Atibaia (SP)","114090"
"3504206","Auriflama (SP)","13604"
"3504305","Avaí (SP)","4590"
"3504404","Avanhandava (SP)","8930"
"3504503","Avaré (SP)","78278"
"3504602","Bady Bassitt (SP)","12253"
"3504701","Balbinos (SP)","1324"
"3504800","Bálsamo (SP)","7378"
"3504909","Bananal (SP)","9788"
"3505005","Barão de Antonina (SP)","2765"
"3505104","Barbosa (SP)","5897"
"3505203","Bariri (SP)","28673"
"3505302","Barra Bonita (SP)","35919"
"3505351","Barra do Chapéu (SP)","4831"
"3505401","Barra do Turvo (SP)","8228"
"3505500","Barretos (SP)","104913"
"3505609","Barrinha (SP)","24864"
"3505708","Barueri (SP)","217510"
"3505807","Bastos (SP)","20773"
"3505906","Batatais (SP)","51886"
"3506003","Bauru (SP)","322554"
"3506102","Bebedouro (SP)","75661"
"3506201","Bento de Abreu (SP)","2401"
"3506300","Bernardino de Campos (SP)","10792"
"3506359","Bertioga (SP)","33289"
"3506409","Bilac (SP)","6164"
"3506508","Birigui (SP)","96682"
"3506607","Biritiba Mirim (SP)","25394"
"3506706","Boa Esperança do Sul (SP)","12818"
"3506805","Bocaina (SP)","9649"
"3506904","Bofete (SP)","7562"
"3507001","Boituva (SP)","35577"
"3507100","Bom Jesus dos Perdões (SP)","13625"
"3507159","Bom Sucesso de Itararé (SP)","3330"
"3507209","Borá (SP)","800"
"3507308","Boracéia (SP)","3743"
"3507407","Borborema (SP)","13306"
"3507456","Borebi (SP)","1998"
"3507506","Botucatu (SP)","110242"
"3507605","Bragança Paulista (SP)","127959"
"3507704","Braúna (SP)","4393"
"3507753","Brejo Alegre (SP)","2349"
"3507803","Brodowski (SP)","17559"
"3507902","Brotas (SP)","19415"
"3508009","Buri (SP)","18057"
"3508108","Buritama (SP)","13972"
"3508207","Buritizal (SP)","3649"
"3508306","Cabrália Paulista (SP)","4753"
"3508405","Cabreúva (SP)","34838"
"3508504","Caçapava (SP)","77011"
"3508603","Cachoeira Paulista (SP)","27691"
"3508702","Caconde (SP)","18510"
"3508801","Cafelândia (SP)","15855"
"3508900","Caiabu (SP)","4104"
"3509007","Caieiras (SP)","74751"
"3509106","Caiuá (SP)","4296"
"3509205","Cajamar (SP)","52378"
"3509254","Cajati (SP)","29678"
"3509304","Cajobi (SP)","9205"
"3509403","Cajuru (SP)","21046"
"3509452","Campina do Monte Alegre (SP)","5344"
"3509502","Campinas (SP)","982977"
"3509601","Campo Limpo Paulista (SP)","65956"
"3509700","Campos do Jordão (SP)","45110"
"3509809","Campos Novos Paulista (SP)","4199"
"3509908","Cananéia (SP)","12472"
"3509957","Canas (SP)","3689"
"3510005","Cândido Mota (SP)","29752"
"3510104","Cândido Rodrigues (SP)","2646"
"3510153","Canitar (SP)","3607"
"3510203","Capão Bonito (SP)","46750"
"3510302","Capela do Alto (SP)","14374"
"3510401","Capivari (SP)","42324"
"3510500","Caraguatatuba (SP)","82023"
"3510609","Carapicuíba (SP)","351041"
"3510708","Cardoso (SP)","11513"
"3510807","Casa Branca (SP)","26974"
"3510906","Cássia dos Coqueiros (SP)","2890"
"3511003","Castilho (SP)","14988"
"3511102","Catanduva (SP)","107612"
"3511201","Catiguá (SP)","6596"
"3511300","Cedral (SP)","6811"
"3511409","Cerqueira César (SP)","15424"
"3511508","Cerquilho (SP)","30670"
"3511607","Cesário Lange (SP)","13047"
"3511706","Charqueada (SP)","13279"
"3511904","Clementina (SP)","5462"
"3512001","Colina (SP)","16747"
"3512100","Colômbia (SP)","6038"
"3512209","Conchal (SP)","23047"
"3512308","Conchas (SP)","15275"
"3512407","Cordeirópolis (SP)","18108"
"3512506","Coroados (SP)","4461"
"3512605","Coronel Macedo (SP)","5564"
"3512704","Corumbataí (SP)","3875"
"3512803","Cosmópolis (SP)","45345"
"3512902","Cosmorama (SP)","7315"
"3513009","Cotia (SP)","153070"
"3513108","Cravinhos (SP)","29106"
"3513207","Cristais Paulista (SP)","6675"
"3513306","Cruzália (SP)","2604"
"3513405","Cruzeiro (SP)","74062"
"3513504","Cubatão (SP)","109963"
"3513603","Cunha (SP)","23013"
"3513702","Descalvado (SP)","29368"
"3513801","Diadema (SP)","362663"
"3513850","Dirce Reis (SP)","1589"
"3513900","Divinolândia (SP)","12041"
"3514007","Dobrada (SP)","7012"
"3514106","Dois Córregos (SP)","22773"
"3514205","Dolcinópolis (SP)","2158"
"3514304","Dourado (SP)","8709"
"3514403","Dracena (SP)","40576"
"3514502","Duartina (SP)","12534"
"3514601","Dumont (SP)","6469"
"3514700","Echaporã (SP)","6870"
"3514809","Eldorado (SP)","14251"
"3514908","Elias Fausto (SP)","14155"
"3514924","Elisiário (SP)","2583"
"3514957","Embaúba (SP)","2487"
"3515004","Embu das Artes (SP)","213017"
"3515103","Embu-Guaçu (SP)","59218"
"3515129","Emilianópolis (SP)","2896"
"3515152","Engenheiro Coelho (SP)","10458"
"3515186","Espírito Santo do Pinhal (SP)","40807"
"3515194","Espírito Santo do Turvo (SP)","3763"
"3515202","Estrela d'Oeste (SP)","8231"
"3515301","Estrela do Norte (SP)","2609"
"3515350","Euclides da Cunha Paulista (SP)","10294"
"3515400","Fartura (SP)","15090"
"3515509","Fernandópolis (SP)","62296"
"3515608","Fernando Prestes (SP)","5456"
"3515657","Fernão (SP)","1398"
"3515707","Ferraz de Vasconcelos (SP)","147966"
"3515806","Flora Rica (SP)","2153"
"3515905","Floreal (SP)","3183"
"3516002","Flórida Paulista (SP)","10911"
"3516101","Florínea (SP)","3143"
"3516200","Franca (SP)","294067"
"3516309","Francisco Morato (SP)","139309"
"3516408","Franco da Rocha (SP)","110755"
"3516507","Gabriel Monteiro (SP)","2758"
"3516606","Gália (SP)","7730"
"3516705","Garça (SP)","43368"
"3516804","Gastão Vidigal (SP)","3551"
"3516853","Gavião Peixoto (SP)","4109"
"3516903","General Salgado (SP)","10819"
"3517000","Getulina (SP)","10406"
"3517109","Glicério (SP)","4455"
"3517208","Guaiçara (SP)","9552"
"3517307","Guaimbê (SP)","5217"
"3517406","Guaíra (SP)","35032"
"3517505","Guapiaçu (SP)","14477"
"3517604","Guapiara (SP)","19900"
"3517703","Guará (SP)","19244"
"3517802","Guaraçaí (SP)","8968"
"3517901","Guaraci (SP)","8938"
"3518008","Guarani d'Oeste (SP)","2027"
"3518107","Guarantã (SP)","6836"
"3518206","Guararapes (SP)","29085"
"3518305","Guararema (SP)","22361"
"3518404","Guaratinguetá (SP)","105459"
"3518503","Guareí (SP)","10401"
"3518602","Guariba (SP)","31319"
"3518701","Guarujá (SP)","271902"
"3518800","Guarulhos (SP)","1106064"
"3518859","Guatapará (SP)","6442"
"3518909","Guzolândia (SP)","4203"
"3519006","Herculândia (SP)","8113"
"3519055","Holambra (SP)","7453"
"3519071","Hortolândia (SP)","159749"
"3519105","Iacanga (SP)","8369"
"3519204","Iacri (SP)","6742"
"3519253","Iaras (SP)","3168"
"3519303","Ibaté (SP)","27389"
"3519402","Ibirá (SP)","9534"
"3519501","Ibirarema (SP)","5714"
"3519600","Ibitinga (SP)","47624"
"3519709","Ibiúna (SP)","66193"
"3519808","Icém (SP)","6855"
"3519907","Iepê (SP)","7212"
"3520004","Igaraçu do Tietê (SP)","22818"
"3520103","Igarapava (SP)","26371"
"3520202","Igaratá (SP)","8533"
"3520301","Iguape (SP)","27558"
"3520400","Ilhabela (SP)","21629"
"3520426","Ilha Comprida (SP)","7081"
"3520442","Ilha Solteira (SP)","24265"
"3520509","Indaiatuba (SP)","152462"
"3520608","Indiana (SP)","4972"
"3520707","Indiaporã (SP)","3971"
"3520806","Inúbia Paulista (SP)","3316"
"3520905","Ipaussu (SP)","12694"
"3521002","Iperó (SP)","20240"
"3521101","Ipeúna (SP)","4517"
"3521150","Ipiguá (SP)","3673"
"3521200","Iporanga (SP)","4558"
"3521309","Ipuã (SP)","12054"
"3521408","Iracemápolis (SP)","15987"
"3521507","Irapuã (SP)","6729"
"3521606","Irapuru (SP)","7361"
"3521705","Itaberá (SP)","18968"
"3521804","Itaí (SP)","21450"
"3521903","Itajobi (SP)","14352"
"3522000","Itaju (SP)","2673"
"3522109","Itanhaém (SP)","75124"
"3522158","Itaoca (SP)","3170"
"3522208","Itapecerica da Serra (SP)","134499"
"3522307","Itapetininga (SP)","128306"
"3522406","Itapeva (SP)","83971"
"3522505","Itapevi (SP)","169106"
"3522604","Itapira (SP)","64563"
"3522653","Itapirapuã Paulista (SP)","3616"
"3522703","Itápolis (SP)","38320"
"3522802","Itaporanga (SP)","14304"
"3522901","Itapuí (SP)","10435"
"3523008","Itapura (SP)","3842"
"3523107","Itaquaquecetuba (SP)","285610"
"3523206","Itararé (SP)","47098"
"3523305","Itariri (SP)","13831"
"3523404","Itatiba (SP)","83246"
"3523503","Itatinga (SP)","15643"
"3523602","Itirapina (SP)","13144"
"3523701","Itirapuã (SP)","5495"
"3523800","Itobi (SP)","7548"
"3523909","Itu (SP)","138741"
"3524006","Itupeva (SP)","27142"
"3524105","Ituverava (SP)","36668"
"3524204","Jaborandi (SP)","6419"
"3524303","Jaboticabal (SP)","68403"
"3524402","Jacareí (SP)","194733"
"3524501","Jaci (SP)","4079"
"3524600","Jacupiranga (SP)","17310"
"3524709","Jaguariúna (SP)","30293"
"3524808","Jales (SP)","46769"
"3524907","Jambeiro (SP)","4080"
"3525003","Jandira (SP)","95285"
"3525102","Jardinópolis (SP)","31533"
"3525201","Jarinu (SP)","18512"
"3525300","Jaú (SP)","113952"
"3525409","Jeriquara (SP)","3279"
"3525508","Joanópolis (SP)","10658"
"3525607","João Ramalho (SP)","3936"
"3525706","José Bonifácio (SP)","29200"
"3525805","Júlio Mesquita (SP)","4203"
"3525854","Jumirim (SP)","2265"
"3525904","Jundiaí (SP)","326915"
"3526001","Junqueirópolis (SP)","16913"
"3526100","Juquiá (SP)","20877"
"3526209","Juquitiba (SP)","27278"
"3526308","Lagoinha (SP)","4998"
"3526407","Laranjal Paulista (SP)","22442"
"3526506","Lavínia (SP)","5100"
"3526605","Lavrinhas (SP)","6172"
"3526704","Leme (SP)","82167"
"3526803","Lençóis Paulista (SP)","56276"
"3526902","Limeira (SP)","253649"
"3527009","Lindóia (SP)","5456"
"3527108","Lins (SP)","66856"
"3527207","Lorena (SP)","78778"
"3527256","Lourdes (SP)","2049"
"3527306","Louveira (SP)","24917"
"3527405","Lucélia (SP)","18358"
"3527504","Lucianópolis (SP)","2128"
"3527603","Luís Antônio (SP)","7316"
"3527702","Luiziânia (SP)","4285"
"3527801","Lupércio (SP)","4237"
"3527900","Lutécia (SP)","2927"
"3528007","Macatuba (SP)","16034"
"3528106","Macaubal (SP)","7145"
"3528205","Macedônia (SP)","3738"
"3528304","Magda (SP)","3390"
"3528403","Mairinque (SP)","40945"
"3528502","Mairiporã (SP)","62136"
"3528601","Manduri (SP)","8381"
"3528700","Marabá Paulista (SP)","3717"
"3528809","Maracaí (SP)","13035"
"3528858","Marapoama (SP)","2282"
"3528908","Mariápolis (SP)","3793"
"3529005","Marília (SP)","201574"
"3529104","Marinópolis (SP)","2205"
"3529203","Martinópolis (SP)","22672"
"3529302","Matão (SP)","72746"
"3529401","Mauá (SP)","371475"
"3529500","Mendonça (SP)","3784"
"3529609","Meridiano (SP)","4055"
"3529658","Mesópolis (SP)","1920"
"3529708","Miguelópolis (SP)","19202"
"3529807","Mineiros do Tietê (SP)","11650"
"3529906","Miracatu (SP)","22774"
"3530003","Mira Estrela (SP)","2587"
"3530102","Mirandópolis (SP)","26112"
"3530201","Mirante do Paranapanema (SP)","16335"
"3530300","Mirassol (SP)","49420"
"3530409","Mirassolândia (SP)","3832"
"3530508","Mococa (SP)","66409"
"3530607","Mogi das Cruzes (SP)","336618"
"3530706","Mogi Guaçu (SP)","127001"
"3530805","Mogi Mirim (SP)","83412"
"3530904","Mombuca (SP)","3162"
"3531001","Monções (SP)","2048"
"3531100","Mongaguá (SP)","37080"
"3531209","Monte Alegre do Sul (SP)","6432"
"3531308","Monte Alto (SP)","44064"
"3531407","Monte Aprazível (SP)","18523"
"3531506","Monte Azul Paulista (SP)","19776"
"3531605","Monte Castelo (SP)","4012"
"3531704","Monteiro Lobato (SP)","3618"
"3531803","Monte Mor (SP)","38529"
"3531902","Morro Agudo (SP)","25906"
"3532009","Morungaba (SP)","10129"
"3532058","Motuca (SP)","3942"
"3532108","Murutinga do Sul (SP)","3985"
"3532157","Nantes (SP)","2257"
"3532207","Narandiba (SP)","3815"
"3532306","Natividade da Serra (SP)","7004"
"3532405","Nazaré Paulista (SP)","14711"
"3532504","Neves Paulista (SP)","8987"
"3532603","Nhandeara (SP)","10179"
"3532702","Nipoã (SP)","3318"
"3532801","Nova Aliança (SP)","4835"
"3532827","Nova Campina (SP)","7551"
"3532843","Nova Canaã Paulista (SP)","2450"
"3532868","Nova Castilho (SP)","999"
"3532900","Nova Europa (SP)","7539"
"3533007","Nova Granada (SP)","17283"
"3533106","Nova Guataporanga (SP)","2081"
"3533205","Nova Independência (SP)","2066"
"3533254","Novais (SP)","3230"
"3533304","Nova Luzitânia (SP)","2768"
"3533403","Nova Odessa (SP)","43049"
"3533502","Novo Horizonte (SP)","32662"
"3533601","Nuporanga (SP)","6373"
"3533700","Ocauçu (SP)","4143"
"3533809","Óleo (SP)","3011"
"3533908","Olímpia (SP)","46361"
"3534005","Onda Verde (SP)","3485"
"3534104","Oriente (SP)","5770"
"3534203","Orindiúva (SP)","4295"
"3534302","Orlândia (SP)","36555"
"3534401","Osasco (SP)","661155"
"3534500","Oscar Bressane (SP)","2554"
"3534609","Osvaldo Cruz (SP)","29723"
"3534708","Ourinhos (SP)","95861"
"3534757","Ouroeste (SP)","6455"
"3534807","Ouro Verde (SP)","7153"
"3534906","Pacaembu (SP)","12528"
"3535002","Palestina (SP)","9108"
"3535101","Palmares Paulista (SP)","8574"
"3535200","Palmeira d'Oeste (SP)","10245"
"3535309","Palmital (SP)","20944"
"3535408","Panorama (SP)","13804"
"3535507","Paraguaçu Paulista (SP)","40321"
"3535606","Paraibuna (SP)","17250"
